Zone (string),Apartment_Type (string),Floor Height (m),L(a)eq (dB),Day/Night(string),Total Surface (sqm),Element: Materials (string),Absorption Coefficient by Area (m),RT60 (s),n. of sound sources (int),Average Sound Source distance (m),SPL (dB),Barrier distance (m),Barrier Height (m),SPL after barrier (dB),SPL after fa̤ade dampening (dB),Comfort index (float),Absorption_norm,RT60_norm,SPL_norm,ComfortIndex_v2,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,9.6609,29.2444,0.8,2.6,24.4428,12.6407,0.7477,0.9783,0.4021,0.4775,0.9203,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,11.3164,19.0318,0.8,2.6,14.5681,9.4399,0.3169,0.574,0.0,0.4148,0.8887,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,18.3526,44.5943,0.8,2.6,39.793,30.2543,0.9208,0.5851,0.3922,0.8226,0.5542,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,15.0852,22.9592,2.24,0.0,22.9592,16.2551,0.4591,0.3142,0.787,0.5483,0.349,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.9572,36.4658,2.24,3.1,31.7023,11.076,0.3674,0.538,0.0189,0.4469,0.8465,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.5257,29.8205,2.24,3.1,25.0514,14.4896,0.7817,1.0,0.388,0.5137,0.9232,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.6616,40.8405,2.24,3.1,36.0714,24.5933,0.7838,0.7221,0.6186,0.7117,0.5828,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,11.2663,27.9078,2.24,3.1,23.0895,11.3785,0.7224,0.9783,0.4021,0.4528,0.9308,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,12.724,18.0563,2.24,3.1,13.6599,8.7907,0.304,0.574,0.0,0.4021,0.8941,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,20.0086,43.8417,2.24,3.1,39.0293,29.485,0.9318,0.5851,0.3922,0.8076,0.5606,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,14.8372,23.0998,1.76,0.0,23.0998,16.3742,0.4615,0.3142,0.787,0.5507,0.348,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.5996,36.6509,1.76,0.0,36.6509,15.2767,0.4514,0.538,0.0189,0.5292,0.8114,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.1764,29.969,1.76,0.0,29.969,19.404,0.8799,1.0,0.388,0.61,0.8822,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.308,40.989,1.76,0.0,40.989,29.5117,0.7275,0.7221,0.6186,0.8081,0.5417,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,10.7237,28.3356,1.76,2.1,23.5491,11.8103,0.731,0.9783,0.4021,0.4612,0.9272,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,12.2434,18.3756,1.76,2.1,13.9664,9.0054,0.3083,0.574,0.0,0.4063,0.8923,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,19.4537,44.0867,1.76,2.1,39.3017,29.7589,0.9278,0.5851,0.3922,0.8129,0.5583,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,17.3282,36.278,1.52,4.8,31.514,10.9322,0.3645,0.538,0.0189,0.444,0.8477,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.8863,29.6698,1.52,4.8,24.9,14.341,0.7787,1.0,0.388,0.5108,0.9245,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,21.0264,40.6898,1.52,4.8,35.92,24.4411,0.7807,0.7221,0.6186,0.7087,0.584,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,11.8147,27.4966,1.52,4.8,22.6347,10.9508,0.7139,0.9783,0.4021,0.4444,0.9344,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,13.2144,17.7438,1.52,4.8,13.3598,8.5849,0.2998,0.574,0.0,0.398,0.8958,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,20.5659,43.6024,1.52,4.8,38.7602,29.2144,0.9356,0.5851,0.3922,0.8023,0.5628,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,15.0852,22.9592,1.84,6.2,18.1859,11.4852,0.3637,0.3142,0.787,0.4549,0.3888,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.9572,36.4658,1.84,6.2,31.6793,11.0584,0.367,0.538,0.0189,0.4465,0.8466,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.5257,29.8205,1.84,6.2,25.0335,14.4753,0.7814,1.0,0.388,0.5135,0.9233,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.6616,40.8405,1.84,6.2,36.0535,24.5744,0.7834,0.7221,0.6186,0.7113,0.5829,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,11.2663,27.9078,1.84,6.2,22.9424,11.2317,0.7195,0.9783,0.4021,0.4499,0.932,,,,,,
